#SAMPLE,KIT,STAT,CLEAN_BASES(MB),MAPPING_RATE(%),200X_COVERAGE(%),200X_COVERAGE_DEDUP(%,CV_SCORE
YB181124163905-CLN,181127_E00515_0420_AHTV7YCCXY,BASE FAILED,1148.72,99.99,96.96,90.98,0.55
